NAME,ADDRESS,CITY,STATE,ZIP,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE
GENESIS CAREER COLLEGE-LEBANON,1505 NOAH COURT,LEBANON,TN,37087,141,WILSON,47189,USA,36.216114,-86.337852
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-BOARDMAN,615 BOARDMAN-CANFIELD RD,BOARDMAN,OH,44512,130,MAHONING,39099,USA,41.02365704,-80.6800247
ULSTER BOCES SCHOOL OF PRACTICAL NURSING,727 GRANT AVENUE,LAKE KATRINE,NY,12449,77,ULSTER,36111,USA,41.97661978,-73.99316204
CONCORDE CAREER COLLEGE-GRAND PRAIRIE,305 W. INTERSTATE 20,GRAND PRAIRIE,TX,75052,856,TARRANT,48439,USA,32.67536975,-97.05496553
VIRGINIA COLLEGE-AUSTIN,14200 N IH - 35,AUSTIN,TX,78728,611,TRAVIS,48453,USA,30.43189683,-97.67124147
ITT TECHNICAL INSTITUTE-PLYMOUTH MEETING,"220 W. GERMANTOWN PIKE, SUITE 100",PLYMOUTH MEETING,PA,19462,-999,MONTGOMERY,42091,USA,40.106167,-75.280479
PANACHE ACADEMY OF BEAUTY,1120 ZAP DRIVE,BARABOO,WI,53913,57,SAUK,55111,USA,43.5762,-89.780047
STUDIO BEAUTY SCHOOL,10001 E SPRAGUE AVE,SPOKANE VALLEY,WA,99206,60,SPOKANE,53063,USA,47.657655,-117.270239
K & G 5 STAR BARBER COLLEGE,409 CRIMSON COAST DR,LEAGUE CITY,TX,77573,29,GALVESTON,48167,USA,29.443105,-95.088354
RELAY GRADUATE SCHOOL OF EDUCATION - DALLAS-FORT WORTH,1825 MARKET CENTER BLVD.,DALLAS,TX,75207,-999,DALLAS,48113,USA,32.79464,-96.824
"RELAY GRADUATE SCHOOL OF EDUCATION - WASHINGTON, D.C","2600 VIRGINIA AVENUE, NW, SUITE 900",WASHINGTON,DC,20037,-999,DISTRICT OF COLUMBIA,11001,USA,38.905272,-77.002418
HEALTH CAREER INSTITUTE- LAUDERDALE LAKES,4850 WEST OAKLAND PARK BOULEVARD,LAUDERDALE LAKES,FL,33313,-999,BROWARD,12011,USA,26.1632039,-80.21669361
NATIONAL UNIVERSITY COLLEGE - MAYAGUEZ CAMPUS,"ROAD #2 KM.156.3, BO. SABALOS",MAYAGUEZ,PR,680,-999,MAYAGÜEZ,72097,PRI,18.184212,-67.15
MYOTHERAPY INSTITUTE,4001 PIONEER WOODS DRIVE,LINCOLN,NE,68506,36,LANCASTER,31109,USA,40.772258,-96.623334
KENNETH SHULER SCHOOL OF COSMETOLOGY-ROCK HILL,2383 CHERRY ROAD,ROCK HILL,SC,29730,103,YORK,45091,USA,34.97018709,-80.99486376
CET-EL PASO,294 CANDELARIA STREET,EL PASO,TX,79907,96,EL PASO,48141,USA,31.696111,-106.323059
SPENCERIAN COLLEGE-LEXINGTON,2355 HARRODSBURG RD,LEXINGTON,KY,40504,103,FAYETTE,21067,USA,38.02157155,-84.54462868
NORTHWEST HVAC/R TRAINING CENTER,204 E. NORA AVE,SPOKANE,WA,99207,54,SPOKANE,53063,USA,47.673645,-117.40766
VATTEROTT COLLEGE-ST JOSEPH,3709 N. BELT HWY,SAINT JOSEPH,MO,64506,-999,BUCHANAN,29021,USA,39.803806,-94.814149
TONI & GUY HAIRDRESSING ACADEMY-PLANO,1921 PRESTON ROAD #2022,PLANO,TX,75093,255,COLLIN,48085,USA,33.026211,-96.79751
VATTEROTT COLLEGE-OKLAHOMA CITY,5537 NW EXPRESSWAY,WARR ACRES,OK,73132,154,OKLAHOMA,40109,USA,35.547598,-97.61052646
MY LE'S BEAUTY COLLEGE,4516 FLORIN ROAD,SACRAMENTO,CA,95823,133,SACRAMENTO,6067,USA,38.49488574,-121.4524008
FORTIS COLLEGE-ORANGE PARK,700 BLANDING BLVD. SUITE 16,ORANGE PARK,FL,32065,460,CLAY,12019,USA,30.148209,-81.759006
PACIFIC ISLANDS UNIVERSITY,172 KINNEY'S ROAD,MANGILAO,GU,96913,69,GUAM,66010,GUM,13.46498367,144.8357689
NATIONAL AMERICAN UNIVERSITY-ALBUQUERQUE WEST,10131 COORS BOULEVARD NORTH WEST SUITE I-01,ALBUQUERQUE,NM,87114,175,BERNALILLO,35001,USA,35.199829,-106.65355
OREGON STATE UNIVERSITY-CASCADES CAMPUS,1500 SW CHANDLER AVENUE,BEND,OR,97702,1204,DESCHUTES,41017,USA,44.04276488,-121.3335584
INSTITUTE FOR THERAPEUTIC MASSAGE,"1069 RINGWOOD AVENUE, SUITE 215",HASKELL,NJ,7420,79,PASSAIC,34031,USA,41.02931742,-74.29714596
SUSQUEHANNA COUNTY CAREER AND TECHNOLOGY CENTER,2380 ELK LAKE SCHOOL ROAD,SPRINGVILLE,PA,18844,110,SUSQUEHANNA,42115,USA,41.738438,-75.956102
RUDY & KELLY ACADEMY-A PAUL MITCHELL PARTNER SCHOOL,"1920 CENTERVILLE TURNPIKE, SUITE 114",VIRGINIA BEACH,VA,23464,246,VIRGINIA BEACH,51810,USA,36.77930971,-76.18923573
POLYTECHNIC UNIVERSITY OF PUERTO RICO-ORLANDO,550 N ECONLOCKHATCHEE TR,ORLANDO,FL,32825,239,ORANGE,12095,USA,28.55158,-81.253943
THE CULINARY SCHOOL OF FORT WORTH,6550 CAMP BOWIE BLVD #110,FORT WORTH,TX,76116,-999,TARRANT,48439,USA,32.72400825,-97.42874968
RADIOLOGICAL TECHNOLOGIES UNIVERSITY VT,"100 EAST WAYNE STREET, SUITE 140",SOUTH BEND,IN,46601,108,ST. JOSEPH,18141,USA,41.67341682,-86.249793
UNIVERSITY OF SAINT KATHERINE,1637 CAPALINA ROAD,SAN MARCOS,CA,92069,178,SAN DIEGO,6073,USA,33.15126199,-117.1965731
TOTALLY COSMO SCHOOL OF MODERN COSMETOLOGY,110 N BROADWAY,BROKEN BOW,OK,74728,33,MCCURTAIN,40089,USA,34.02799413,-94.73801142
U.S. TRUCK DRIVER TRAINING SCHOOL,6500 15 MILE ROAD,STERLING HEIGHTS,MI,48312,191,MACOMB,26099,USA,42.550234,-83.043
PRESBYTERIAN THEOLOGICAL SEMINARY IN AMERICA,15605 CARMENITA ROAD,SANTA FE SPRINGS,CA,90670,207,LOS ANGELES,6037,USA,33.88847657,-118.047
HEALTH CAREER INSTITUTE,1764 NORTH CONGRESS AVENUE,WEST PALM BEACH,FL,33409,878,PALM BEACH,12099,USA,26.70261139,-80.08512278
GREAT LAKES TRUCK DRIVING SCHOOL,27740 ROYALTON ROAD,COLUMBIA STATION,OH,44028,67,LORAIN,39093,USA,41.314214,-81.968
AMERICA EVANGELICAL UNIVERSITY,1818 SOUTH WESTERN AVENUE SUITE 409,LOS ANGELES,CA,90006,71,LOS ANGELES,6037,USA,34.04128586,-118.3087373
GADSDEN TECHNICAL INSTITUTE,201 MARTIN LUTHER KING JR BOULEVARD,QUINCY,FL,32351,72,GADSDEN,12039,USA,30.57761786,-84.57749398
LOS ANGELES ACADEMY OF FIGURATIVE ART,16926 SATICOY STREET,VAN NUYS,CA,91406,22,LOS ANGELES,6037,USA,34.20822955,-118.50205
WORLD CLASS ACADEMY OF BEAUTY CAREERS,516 WEST ORANGE AVENUE,TALLAHASSEE,FL,32310,13,LEON,12073,USA,30.41282025,-84.29090601
ALLIED HEALTH CAREERS INSTITUTE,1237 COMMERCE PARK,MURFREESBORO,TN,37130,98,RUTHERFORD,47149,USA,35.82783038,-86.39151515
SACRAMENTO ULTRASOUND INSTITUTE,2233 WATT AVENUE,SACRAMENTO,CA,95825,93,SACRAMENTO,6067,USA,38.60450945,-121.3835586
MEDICAL PREP INSTITUTE OF TAMPA BAY,2304 E BUSCH BOULEVARD,TAMPA,FL,33612,211,HILLSBOROUGH,12057,USA,28.03317381,-82.43283225
ELITE INSTITUTE OF COSMETOLOGY,1619 CHILLICOTHE STREET,PORTSMOUTH,OH,45662,13,SCIOTO,39145,USA,38.74547055,-82.99411659
ARIZONA STATE UNIVERSITY - ASU COLLEGES AT LAKE HAVASU CITY,100 UNIVERSITY WAY,LAKE HAVASU CITY,AZ,86403,-999,MOHAVE,4015,USA,34.47315506,-114.3210276
ARIZONA STATE UNIVERSITY AT THE GILA VALLEY,615 NORTH STADIUM AVENUE,THATCHER,AZ,85552,-999,GRAHAM,4009,USA,32.84438485,-109.7623959
ARIZONA STATE UNIVERSITY AT YUMA,2020 SOUTH AVENUE EIGHT EAST,YUMA,AZ,85365,-999,YUMA,4027,USA,32.68808495,-114.4974937
RELAY GRADUATE SCHOOL OF EDUCATION - SAN ANTONIO,250 EAST GRAYSON STREET,SAN ANTONIO,TX,78215,-999,BEXAR,48029,USA,29.443614,-98.479
WRIGHT INSTITUTE (THE) -,2501 9TH STREET,BERKELEY,CA,94710,-999,ALAMEDA,6001,USA,37.86052609,-122.2914523
EDGE TECH ACADEMY,"8701 BEDFORD EULESS ROAD, SUITE 610",HURST,TX,76053,11,TARRANT,48439,USA,32.8341256,-97.19613597
NEW CASTLE SCHOOL OF TRADES - EAST LIVERPOOL CAMPUS,129 E. 5TH STREET,EAST LIVERPOOL,OH,43920,-999,COLUMBIANA,39029,USA,40.61907495,-80.57843187
SUMNER COLLEGE,15115 SW SEQUOIA PARKWAY #200,PORTLAND,OR,97224,343,MULTNOMAH,41051,USA,45.57483897,-122.576779
ITT TECHNICAL INSTITUTE-OMAHA,"1120 NORTH 103RD PLAZA,SUITE 200",OMAHA,NE,68114,-999,DOUGLAS,31055,USA,41.270063,-96.074801
BROWN MACKIE COLLEGE-ATLANTA,4370 PEACHTREE DUNWOODY RD NE,ATLANTA,GA,30319,194,DEKALB,13089,USA,33.871167,-84.333446
PENNSYLVANIA COLLEGE OF HEALTH SCIENCES,850 GREENFIELD ROAD,LANCASTER,PA,17601,1979,LANCASTER,42071,USA,40.060364,-76.247113
MILAN INSTITUTE-PALM DESERT,"75-030 GERALD FORD DRIVE, SUITE 203",PALM DESERT,CA,92211,144,RIVERSIDE,6065,USA,33.783343,-116.353268
PAUL MITCHELL THE SCHOOL-RHODE ISLAND,"30 CHAPEL VIEW BLVD., SUITE 100",CRANSTON,RI,2920,246,PROVIDENCE,44007,USA,41.75522969,-71.45935144
COLUMBIA SOUTHERN UNIVERSITY,21982 UNIVERSITY LANE,ORANGE BEACH,AL,36561,21698,BALDWIN,1003,USA,30.329288,-87.653162
MIAMI AD SCHOOL-NEW YORK,35-37 36TH ST,ASTORIA,NY,11106,115,QUEENS,36081,USA,40.755046,-73.925071
WOODRUFF MEDICAL TRAINING AND TESTING,4053 LAVISTA ROAD,TUCKER,GA,30084,97,DEKALB,13089,USA,33.843835,-84.251384
REGAN CAREER INSTITUTE,11350 VALLEY BOULEVARD,EL MONTE,CA,91731,26,LOS ANGELES,6037,USA,34.0702094,-118.0304045
BOLIVAR TECHNICAL COLLEGE,1135 NORTH OAKLAND AVENUE,BOLIVAR,MO,65613,155,POLK,29167,USA,37.62389583,-93.42162524
BALDY VIEW REGIONAL OCCUPATIONAL PROGRAM,1501 BON VIEW AVENUE,ONTARIO,CA,91764,134,SAN BERNARDINO,6071,USA,34.04647342,-117.6367216
MAK BEAUTY INSTITUTE,570 LAKELAND PLAZA,CUMMING,GA,30040,16,FORSYTH,13117,USA,34.18632259,-84.14393932
REFORMED UNIVERSITY,1724 ATKINSON ROAD,LAWRENCEVILLE,GA,30043,165,GWINNETT,13135,USA,33.97198455,-84.07804934
MOBILE TECHNICAL TRAINING,460 US HIGHWAY 46 WEST,SOUTH HACKENSACK,NJ,7606,38,BERGEN,34003,USA,40.85701217,-74.04964308
AMERICAN BARBER ACADEMY,110 MORGANTOWN ROAD,READING,PA,19611,58,BERKS,42011,USA,40.32226002,-75.93037477
MASTER'S BARBER & STYLING COLLEGE,14665 D LEBANON ROAD,OLD HICKORY,TN,37138,22,WILSON,47189,USA,36.21966429,-86.57137477
YESHIVA SHAAR EPHRAIM,178 MAPLE AVENUE,MONSEY,NY,10952,144,ROCKLAND,36087,USA,41.11690298,-74.06083225
CALIFORNIA INSTITUTE OF ARTS & TECHNOLOGY,2820 CAMINO DEL RIO SOUTH SUITE 100,SAN DIEGO,CA,92108,871,SAN DIEGO,6073,USA,32.77080488,-117.1341333
"ELITE COSMETOLOGY, BARBER & SPA ACADEMY",2606 WEST NOB HILL BOULEVARD,YAKIMA,WA,98902,115,YAKIMA,53077,USA,46.58389293,-120.5441333
ELYON COLLEGE,1400 WEST 6TH STREET,BROOKLYN,NY,11204,51,KINGS,36047,USA,40.61105866,-73.98060406
C. ALEXANDER SCHOOL OF COSMETOLOGY,3700 SOUTH UNIVERSITY AVENUE SUITE 10,LITTLE ROCK,AR,72204,13,PULASKI,5119,USA,34.71936586,-92.34282107
WESTERN MICHIGAN UNIVERSITY HOMER STRYKER M.D. SCHOOL OF MEDICINE,300 PORTAGE STREET,KALAMAZOO,MI,49007,1076,KALAMAZOO,26077,USA,42.28305678,-85.59951078
ANN WEBB SKIN INSTITUTE,11701 JOLLYVILLE ROAD,AUSTIN,TX,78759,95,TRAVIS,48453,USA,30.41974591,-97.75181083
THE ESTHETIC INSTITUTE,8381 OLD COURTHOUSE ROAD STE 320,VIENNA,VA,22182,160,FAIRFAX,51059,USA,38.91434226,-77.23416418
DIGITAL MEDIA INSTITUTE AT INTERTECH,2031 KINGS HIGHWAY,SHREVEPORT,LA,71103,23,CADDO,22017,USA,32.480555,-93.771652
ALLGOOD BEAUTY INSTITUTE,9741 PRESTON ROAD SUITE 106,FRISCO,TX,75033,8,COLLIN,48085,USA,33.157317,-96.804095
RAY J'S COLLEGE OF HAIR,1726 WOODDALE COURT,BATON ROUGE,LA,70806,19,EAST BATON ROUGE,22033,USA,30.464917,-91.110969
GWINNETT INSTITUTE,1900 NORTH ALAFAYA TRAIL,ORLANDO,FL,32826,378,ORANGE,12095,USA,28.57120865,-81.2087428
DAVENPORT UNIVERSITY - WAYNE CCCD,MARY ELLEN STEMPFLE UNIV. CAMPUS,BELLEVILLE,MI,48111,-999,WAYNE,26163,USA,42.232675,-83.438997
KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES-JOPLIN,2901 ST. JOHN'S BOULEVARD,JOPLIN,MO,64804,243,JASPER,29097,USA,37.05755154,-94.52695938
AESTHETICS INSTITUTE OF COSMETOLOGY - WINCHESTER,808 BERRYVILLE AVENUE,WINCHESTER,VA,22601,-999,WINCHESTER,51840,USA,39.18750253,-78.14655339
MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN,1315 HIGHWAY 105 #102,BRENHAM,TX,77833,18,WASHINGTON,48477,USA,30.17612555,-96.38760424
MAYNARD A. TRAVISS CAREER CENTER - CENTRAL FLORIDA AEROSPACE ACADEMY,4141 MEDULLA ROAD,LAKELAND,FL,33811,-999,POLK,12105,USA,27.98151498,-82.0276268
CINCINNATI SCHOOL OF BARBERING & HAIR DESIGN INC,6500 COLERAIN AVENUE,CINCINNATI,OH,45239,49,HAMILTON,39061,USA,39.206972,-84.582933
YORK COUNTY COMMUNITY COLLEGE - SANFORD INSTRUCTIONAL FACILITY,60 COMMUNITY DRIVE,SANFORD,ME,4073,-999,YORK,23031,USA,43.40564,-70.697463
L MAKEUP INSTITUTE,440 S. RAMPART BLVD. B-130,LAS VEGAS,NV,89145,70,CLARK,32003,USA,36.16656613,-115.2862666
PELOTON COLLEGE,1200 EAST COPELAND ROAD,ARLINGTON,TX,76011,71,TARRANT,48439,USA,32.75824469,-97.0924233
CECIL COLLEGE - ELKTON STATION,107 RAILROAD AVENUE,ELKTON,MD,21921,-999,CECIL,24015,USA,39.610861,-75.832
PURDUE UNIVERSITY NORTHWEST,2200 169TH STREET,HAMMOND,IN,46323,13477,LAKE,18089,USA,41.58037311,-87.4738144
ITT TECHNICAL INSTITUTE-LEXINGTON,3020 OLD TODDS ROAD,LEXINGTON,KY,40509,-999,FAYETTE,21067,USA,38.008567,-84.431164
MECHON L'HOYROA,168 MAPLE AVENUE,MONSEY,NY,10952,51,ROCKLAND,36087,USA,41.1169978,-74.05811598
YESHIVA OHR NAFTOLI,701 BLOOMING GROVE TURNPIKE,NEW WINDSOR,NY,12553,39,ORANGE,36071,USA,41.45705134,-74.04636679
RICHPORT TECHNICAL COLLEGE,CARRETA 189 KM 6.0  RINCON INDUSTRIAL PARK,GURABO,PR,778,111,GURABO,72063,PRI,18.254785,-65.97290424
ITT TECHNICAL INSTITUTE-WESTMINSTER,"8620 WOLFF COURT, SUITE 100",WESTMINSTER,CO,80031,-999,ADAMS,8001,USA,39.852465,-105.048986
MITCHELL COSMETOLOGY COLLEGE,"116 FIRST STREET SOUTH, SUITE 10",ALABASTER,AL,35007,22,SHELBY,1117,USA,33.24347635,-86.81653806
PAUL MITCHELL THE SCHOOL-MONROE,"1015 18TH AVE, SUITE 212",MONROE,WI,53566,26,GREEN,55045,USA,42.601726,-89.637645
GWINNETT COLLEGE-MARIETTA CAMPUS,"1130 NORTHCHASE PKWY, STE 100",MARIETTA,GA,30068,129,COBB,13067,USA,33.928592,-84.479169
ITT TECHNICAL INSTITUTE-EDEN PRAIRIE,"7905 GOLDEN TRIANGLE DRIVE, SUITE 100",EDEN PRAIRIE,MN,55344,-999,HENNEPIN,27053,USA,44.860912,-93.403333
VIRGINIA COLLEGE-MOBILE,"3725 AIRPORT BLVD, SUITE 165",MOBILE,AL,36608,751,MOBILE,1097,USA,30.673642,-88.136779
LE CORDON BLEU COLLEGE OF CULINARY ARTS-LAS VEGAS,2495 VILLAGE VIEW DRIVE,LAS VEGAS,NV,89074,-999,CLARK,32003,USA,36.18806166,-115.312552
CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY,"460 E. ALTAMONTE DRIVE, 3RD FLOOR",ALTAMONTE SPRINGS,FL,32701,93,SEMINOLE,12117,USA,28.662907,-81.375759
CARSTEN INSTITUTE OF COSMETOLOGY,290 MADISON AVENUE 5TH FLOOR,NEW YORK,NY,10017,108,NEW YORK,36061,USA,40.75189344,-73.98027818
DAYMAR COLLEGE-BELLEVUE,119 FAIRFIELD AVENUE,BELLEVUE,KY,41073,11,CAMPBELL,21037,USA,39.10365738,-84.48734136
THE COLLEGE OF HEALTH CARE PROFESSIONS-SOUTHWEST HOUSTON,7322 SOUTHWEST FREEWAY SUITE 100,HOUSTON,TX,77074,489,HARRIS,48201,USA,29.70188425,-95.51750038
PALLADIUM TECHNICAL ACADEMY,10229 LOWER AZUSA RD.,TEMPLE CITY,CA,91780,48,LOS ANGELES,6037,USA,34.09175143,-118.043618
MIAMI REGIONAL UNIVERSITY,700 S ROYAL POINCIANA BLVD,MIAMI SPRINGS,FL,33166,1138,MIAMI-DADE,12086,USA,25.810667,-80.267007
HEALING ARTS CENTER,"10073 MANCHESTER ROAD, SUITE 100",ST. LOUIS,MO,63122,119,ST. LOUIS,29189,USA,38.603239,-90.387718
GEORGIA BEAUTY ACADEMY,785 SHUGART ROAD SUITE 1,DALTON,GA,30721,119,WHITFIELD,13313,USA,34.78536574,-84.99740551
SOUTHERN CAREERS INSTITUTE-HARLINGEN,1122 MORGAN BOULEVARD,HARLINGEN,TX,78550,411,CAMERON,48061,USA,26.20385,-97.675281
TONI & GUY HAIRDRESSING ACADEMY-MODESTO,2425 MCHENRY AVE SUITE A,MODESTO,CA,95350,14,STANISLAUS,6099,USA,37.677278,-120.995442
BAIS MEDRASH MAYAN HATORAH,101 MILTON STREET,LAKEWOOD,NJ,8701,75,OCEAN,34029,USA,40.10744509,-74.2042823
AZUSA PACIFIC UNIVERSITY COLLEGE,"300 N LONE HILL AVE, STE 200",SAN DIMAS,CA,91773,2613,LOS ANGELES,6037,USA,34.119377,-117.871129
NATIONAL PERSONAL TRAINING INSTITUTE OF COLUMBUS,"10516 SAWMILL ROAD, SUITE C",POWELL,OH,43065,51,DELAWARE,39041,USA,40.144669,-83.089701
TRI-COMMUNITY ADULT EDUCATION,16209 EAST SAN BERNARDINO ROAD,COVINA,CA,91722,345,LOS ANGELES,6037,USA,34.0882054,-117.8803455
RANDOLPH TECHNICAL CENTER,200 KENNEDY DRIVE,ELKINS,WV,26241,23,RANDOLPH,54083,USA,38.89172074,-79.85316734
PIBERRY INSTITUTE,30356 OLD DIXIE HWY,HOMESTEAD,FL,33033,55,MIAMI-DADE,12086,USA,25.48636826,-80.46360578
WESTCLIFF UNIVERSITY,4199 CAMPUS DRIVE #650,IRVINE,CA,92612,1428,ORANGE,6059,USA,33.65074778,-117.8383793
PLATT COLLEGE-ANAHEIM,1551 SOUTH DOUGLASS ROAD,ANAHEIM,CA,92806,295,ORANGE,6059,USA,33.809358,-117.878
ROCKY VISTA UNIVERSITY - SOUTHERN UTAH,255 EAST CENTER STREET,IVINS,UT,84738,-999,WASHINGTON,49053,USA,37.16907269,-113.6737781
SHARP EDGEZ BARBER INSTITUTE - BUFFALO,2844 DELAWARE AVENUE,BUFFALO,NY,14217,-999,ERIE,36029,USA,42.96166162,-78.87022605
DESIGNER BARBER & STYLIST SCHOOL -,7321 WEST SUNSET AVENUE,SPRINGDALE,AR,72762,-999,WASHINGTON,5143,USA,36.17638803,-94.2173712
BULL CITY DURHAM BEAUTY AND BARBER COLLEGE,1401 MOREHEAD AVENUE,DURHAM,NC,27707,8,DURHAM,37063,USA,35.99172652,-78.92005949
BROADVIEW UNIVERSITY - GLOBE UNIVERSITY - MADISON,4901 EASTPARK BOULEVARD,MADISON,WI,53718,-999,DANE,55025,USA,43.14541255,-89.29869067
BROADVIEW UNIVERSITY - GLOBE UNIVERSITY - WAUSAU,1480 COUNTY ROAD XX,ROTHSCHILD,WI,54474,-999,MARATHON,55073,USA,44.86475182,-89.6366821
BROADVIEW UNIVERSITY - GLOBE UNIVERSITY - APPLETON,5045 WEST GRANDE MARKET DRIVE,GRAND CHUTE,WI,54913,-999,OUTAGAMIE,55087,USA,44.262909,-88.483
BEAUX CHEVEUX ACADEMY OF COSMETOLOGY,60 SOUTH MAIN B001,BRIGHAM CITY,UT,84302,-999,BOX ELDER,49003,USA,41.50923045,-112.0169423
OLYMPIAN ACADEMY OF COSMETOLOGY - INTERNATIONAL ACADEMY OF HAIR DESIGN,7611 WEST THOMAS ROAD SPC F001-F004,"PHOENIX,",AZ,85033,-999,MARICOPA,4013,USA,33.47712057,-112.2248037
JOHNNY MATTHEW'S HAIRDRESSING TRAINING SCHOOL,255 LIBERTY ST NE,SALEM,OR,97301,68,MARION,41047,USA,44.941826,-123.0383123
ARIZONA STATE UNIVERSITY AT TUCSON,340 NORTH COMMERCE PARK LOOP,TUCSON,AZ,85745,-999,PIMA,4019,USA,32.22595626,-110.9835703
ITT TECHNICAL INSTITUTE-KNOXVILLE,9123 EXECUTIVE PARK DRIVE,KNOXVILLE,TN,37923,-999,KNOX,47093,USA,35.916719,-84.128559
EVEREST UNIVERSITY-MELBOURNE,2190 SARNO ROAD,MELBOURNE,FL,32935,-999,BREVARD,12009,USA,28.12319,-80.657283
GOLF ACADEMY OF AMERICA-MYRTLE BEACH,3268 WACCAMAW BLVD.,MYRTLE BEACH,SC,29579,178,HORRY,45051,USA,33.709267,-78.896701
MASSAGE THERAPY TRAINING INSTITUTE,303 N ALAMEDA BLVD,LAS CRUCES,NM,88005,-999,DOÑA ANA,35013,USA,32.3195708,-106.7811554
BLUE CLIFF COLLEGE-FAYETTEVILLE,3448 N. COLLEGE,FAYETTEVILLE,AR,72703,275,WASHINGTON,5143,USA,36.113923,-94.144567
ITT TECHNICAL INSTITUTE-COLUMBIA,"1628 BROWNING ROAD, SUITE 180",COLUMBIA,SC,29210,-999,RICHLAND,45079,USA,34.033963,-81.104946
ITT TECHNICAL INSTITUTE-ATLANTA,"485 OAK PLACE, SUITE 800",ATLANTA,GA,30349,-999,CLAYTON,13063,USA,33.612831,-84.405207
DIGITAL MEDIA ARTS COLLEGE,5400 BROKEN SOUND BLVD NW #100,BOCA RATON,FL,33487,-999,PALM BEACH,12099,USA,26.395094,-80.110366
MONROE 2 ORLEANS BOCES-CENTER FOR WORKFORCE DEVELOPMENT,"ROCHESTER TECH PARK, BUILDING 9, 160 WALLACE WAY",ROCHESTER,NY,14624,94,MONROE,36055,USA,43.15270005,-77.74396109
MILAN INSTITUTE OF COSMETOLOGY-RENO,4020 KIETZKE LANE,RENO,NV,89502,173,WASHOE,32031,USA,39.485964,-119.788456
ASPEN UNIVERSITY,"1660 SOUTH ALBION STREET, SUITE 525",DENVER,CO,80222,5099,DENVER,8031,USA,39.686126,-104.939152
ORION COLLEGE,3500 NORTH STATE RD 7,LAUDERDALE LAKES,FL,33319,155,BROWARD,12011,USA,26.16998727,-80.20254514
SKIN SCIENCE INSTITUTE,421 S 400 E,SALT LAKE CITY,UT,84111,175,SALT LAKE,49035,USA,40.56439915,-111.851393
SOUTHERN CALIFORNIA UNIVERSITY SOMA,3460 WILSHIRE BLVD. 5TH FLOOR,LOS ANGELES,CA,90010,49,LOS ANGELES,6037,USA,34.06138318,-118.2999971
BERGIN UNIVERSITY OF CANINE STUDIES,5860 LABATH AVENUE,ROHNERT PARK,CA,94928,108,SONOMA,6097,USA,38.28912486,-122.6669107
AVEDA INSTITUTE-BOISE,10222 W FAIRVIEW AVE,BOISE,ID,83704,73,ADA,16001,USA,43.620545,-116.309994
UNIVERSITY OF CONNECTICUT-HARTFORD CAMPUS,10 PROSPECT STREET,HARTFORD,CT,6103,1279,HARTFORD,9003,USA,41.76268358,-72.67245114
DEVRY UNIVERSITY-OKLAHOMA,"4013 NW EXPRESSWAY ST., STE. 100",OKLAHOMA CITY,OK,73116,13,OKLAHOMA,40109,USA,35.538301,-97.59091
YESHIVA KOLLEL TIFERETH ELIZER,1227 47TH STREET,BROOKLYN,NY,11219,94,KINGS,36047,USA,40.63718941,-73.99223496
AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,"223 RT. 18, SUITE 205",EAST BRUNSWICK,NJ,8816,41,MIDDLESEX,34023,USA,40.46601774,-74.4072283
SOUTHERN STATES UNIVERSITY,"123 CAMINO DE LA REINA,100 EAST",SAN DIEGO,CA,92108,172,SAN DIEGO,6073,USA,32.76766164,-117.2015354
VIRGINIA UNIVERSITY OF ORIENTAL MEDICINE,9401 MATHY DRIVE,FAIRFAX,VA,22031,228,FAIRFAX,51059,USA,38.84451787,-77.26975158
NASHVILLE FILM INSTITUTE,191 POLK AVENUE,NASHVILLE,TN,37210,68,DAVIDSON,47037,USA,36.13579808,-86.74865022
CUTTING EDGE ACADEMY,45 SUNSET STRIP AND ROUTE 10 EAST,SUCCASUNNA,NJ,7876,77,MORRIS,34027,USA,40.86879969,-74.64477633
YESHIVA BAIS AHARON,905 PARK AVENUE,LAKEWOOD,NJ,8701,54,OCEAN,34029,USA,40.10105463,-74.20305235
MY BEAUTY & BARBER COLLEGE,6100 MACK ROAD,SACRAMENTO,CA,95823,27,SACRAMENTO,6067,USA,38.47321023,-121.4312284
GEORGIE INTERNATIONAL BEAUTY INSTITUTE,69 GRAHAM ROAD,CUYAHOGA FALLS,OH,44223,47,SUMMIT,39153,USA,41.15295447,-81.50627221
HARMONY HEALTH CARE INSTITUTE,"10 AL PAUL LANE, SUITE 204",MERRIMACK,NH,3054,90,HILLSBOROUGH,33011,USA,42.8041538,-71.4882439
AMERICAN BEAUTY SCHOOLS,8100 SOUTHWEST 8TH STREET,MIAMI,FL,33144,37,MIAMI-DADE,12086,USA,25.76153733,-80.32713087
HOGAN INSTITUTE OF COSMETOLOGY AND ESTHETICS,495 INDIAN TRAIL ROAD NORTHWEST,LILBURN,GA,30047,18,GWINNETT,13135,USA,33.89657995,-84.141116
J'S BARBER COLLEGE,1207 CENTER STREET,NEW IBERIA,LA,70560,42,IBERIA,22045,USA,29.993435,-91.829
